target,reference,snapshot_date,rank,category_qid,category_title,gap,overlap_target,overlap_reference,coverage_pct,weighted_score
hiwiki,tawiki,2026-06-23,31,30513027,15_ஆவது_தமிழ்நாடு_சட்டமன்ற_உறுப்பினர்கள்,228,10,238,0.042,51508
hiwiki,tawiki,2026-06-23,32,28461189,Films_shot_in_Chennai,367,116,483,0.2402,50654
hiwiki,tawiki,2026-06-23,33,61379777,2018_தமிழ்த்_திரைப்படங்கள்,116,7,123,0.0569,49068
hiwiki,tawiki,2026-06-23,34,8955996,தமிழர்,116,154,270,0.5704,48262
hiwiki,tawiki,2026-06-23,35,9852995,مبانى_عباده,473,462,935,0.4941,48254
hiwiki,tawiki,2026-06-23,36,6544235,மலையாளத்_திரைப்பட_நடிகைகள்,386,304,690,0.4406,47852
hiwiki,tawiki,2026-06-23,37,45360258,Populated_places_in_Tamil_Nadu,581,372,953,0.3903,47495
hiwiki,tawiki,2026-06-23,38,86524968,తమిళనాడు_వ్యక్తులు,206,48,254,0.189,47169
hiwiki,tawiki,2026-06-23,39,8829463,தமிழ்த்_திரைப்படப்_பின்னணிப்_பாடகர்கள்,214,114,328,0.3476,46965
hiwiki,tawiki,2026-06-23,40,6301201,21-ஆம்_நூற்றாண்டு_இந்திய_அரசியல்வாதிகள்,708,715,1423,0.5025,46160
hiwiki,tawiki,2026-06-23,41,15354487,தேனி_மாவட்ட_மக்கள்,57,10,67,0.1493,46006
hiwiki,tawiki,2026-06-23,42,7705588,தமிழ்நாடு_மாநிலத்திலுள்ள_ஊர்களும்_நகரங்களும்,548,408,956,0.4268,45695
hiwiki,tawiki,2026-06-23,43,30819078,13_ஆவது_தமிழ்நாடு_சட்டமன்ற_உறுப்பினர்கள்,185,7,192,0.0365,45575
hiwiki,tawiki,2026-06-23,44,43135097,தமிழ்நாட்டுத்_திரைக்கதை_எழுத்தாளர்கள்,93,20,113,0.177,44872
hiwiki,tawiki,2026-06-23,45,10134118,விக்கிப்படுத்தப்பட_வேண்டிய_கட்டுரைகள்,460,172,632,0.2722,44715
hiwiki,tawiki,2026-06-23,46,106313218,2018_multilingual_films,5,0,5,0.0,44705
hiwiki,tawiki,2026-06-23,47,65717567,Awareness_activism,1,0,1,0.0,44631
hiwiki,tawiki,2026-06-23,48,4678533,Əlifba_sırasına_görə_heyvanlar,1823,955,2778,0.3438,44605
hiwiki,tawiki,2026-06-23,49,139677674,தமிழக_வெற்றிக்_கழக_அரசியல்வாதிகள்,35,3,38,0.0789,43941
hiwiki,tawiki,2026-06-23,50,9814450,తమిళ_సినిమా_నటులు,167,62,229,0.2707,43918
hiwiki,tewiki,2026-06-23,1,8838328,తెలుగు_సినిమాలు,663,154,817,0.1885,80132
hiwiki,tewiki,2026-06-23,2,8838370,తెలుగు_సినిమా_నటులు,560,149,709,0.2102,74692
hiwiki,tewiki,2026-06-23,3,9916522,తెలుగు_సినిమా_నటీమణులు,777,467,1244,0.3754,73852
hiwiki,tewiki,2026-06-23,4,8545100,భారతీయ_సినిమా_నటీమణులు,1683,1134,2817,0.4026,71106
hiwiki,tewiki,2026-06-23,5,8838402,తెలుగువారు,508,272,780,0.3487,70761
hiwiki,tewiki,2026-06-23,6,8829234,తమిళ_సినిమా_నటీమణులు,866,441,1307,0.3374,62406
hiwiki,tewiki,2026-06-23,7,15271864,Male_actors_in_Telugu_cinema,384,229,613,0.3736,61607
hiwiki,tewiki,2026-06-23,8,15280486,Nandi_Award_winners,213,145,358,0.405,59189
hiwiki,tewiki,2026-06-23,9,15136951,21వ_శతాబ్దపు_భారతీయ_నటీమణులు,1407,963,2370,0.4063,57135
hiwiki,tewiki,2026-06-23,10,15264151,Indian_male_film_actors,644,862,1506,0.5724,53254
hiwiki,tewiki,2026-06-23,11,8838381,తెలుగు_సినిమా_దర్శకులు,371,78,449,0.1737,53241
hiwiki,tewiki,2026-06-23,12,19549556,Filmfare_Awards_South_winners,264,271,535,0.5065,53210
hiwiki,tewiki,2026-06-23,13,15271863,Male_actors_in_Tamil_cinema,406,213,619,0.3441,46537
hiwiki,tewiki,2026-06-23,14,8838408,Telugu_politicians,471,81,552,0.1467,45611
hiwiki,tewiki,2026-06-23,15,6544235,మలయాళం_సినిమా_నటీమణులు,675,304,979,0.3105,44765
hiwiki,tewiki,2026-06-23,16,16808056,Telugu_male_actors,242,88,330,0.2667,42785
hiwiki,tewiki,2026-06-23,17,8838360,తెలుగుదేశం_పార్టీ_రాజకీయ_నాయకులు,430,47,477,0.0985,42460
hiwiki,tewiki,2026-06-23,18,1411417,India,754,7682,8436,0.9106,41102
hiwiki,tewiki,2026-06-23,19,32990022,బ్రహ్మానందం_నటించిన_సినిమాలు,736,19,755,0.0252,39474
hiwiki,tewiki,2026-06-23,20,8570341,కన్నడ_సినిమా_నటీమణులు,501,277,778,0.356,38362
hiwiki,tewiki,2026-06-23,21,8838415,తెలుగు_కవులు,683,72,755,0.0954,37895
hiwiki,tewiki,2026-06-23,22,138797084,2026_తెలుగు_సినిమాలు,48,5,53,0.0943,35571
hiwiki,tewiki,2026-06-23,23,7116650,ఆంధ్రప్రదేశ్_వ్యక్తులు,259,121,380,0.3184,35080
hiwiki,tewiki,2026-06-23,24,15136953,21st-century_Indian_male_actors,472,672,1144,0.5874,34659
hiwiki,tewiki,2026-06-23,25,19359093,"Films_shot_in_Hyderabad,_India",411,156,567,0.2751,33715
hiwiki,tewiki,2026-06-23,26,16808048,Telugu_films_remade_in_other_languages,378,20,398,0.0503,32810
hiwiki,tewiki,2026-06-23,27,13242461,20వ_శతాబ్ద_భారతీయ_నటీమణులు,601,435,1036,0.4199,32571
hiwiki,tewiki,2026-06-23,28,3919792,నటులు,685,2397,3082,0.7777,31522
hiwiki,tewiki,2026-06-23,29,8833948,తెలంగాణ,210,94,304,0.3092,31415
hiwiki,tewiki,2026-06-23,30,9898839,విస్తరించవలసిన_వ్యాసాలు,458,658,1116,0.5896,29686
hiwiki,tewiki,2026-06-23,31,32990197,సత్యనారాయణ_నటించిన_సినిమాలు,502,8,510,0.0157,29156
hiwiki,tewiki,2026-06-23,32,8544525,భారత_జాతీయ_కాంగ్రెస్_నాయకులు,798,825,1623,0.5083,29114
hiwiki,tewiki,2026-06-23,33,32990031,చంద్రమోహన్_నటించిన_సినిమాలు,521,7,528,0.0133,28900
hiwiki,tewiki,2026-06-23,34,15136459,20th-century_Indian_male_actors,246,470,716,0.6564,28801
hiwiki,tewiki,2026-06-23,35,9822362,తెలుగు_సినిమా,97,22,119,0.1849,28140
hiwiki,tewiki,2026-06-23,36,32986647,తెలుగు_కుటుంబకథా_సినిమాలు,561,7,568,0.0123,28060
hiwiki,tewiki,2026-06-23,37,125498801,Tamil-language_Indian_films,627,227,854,0.2658,27903
hiwiki,tewiki,2026-06-23,38,9821166,తెలుగు_రచయితలు,815,40,855,0.0468,27785
hiwiki,tewiki,2026-06-23,39,16789570,Male_actors_from_Andhra_Pradesh,147,50,197,0.2538,27187
hiwiki,tewiki,2026-06-23,40,8514322,హిందీ_సినిమా_నటీమణులు,652,983,1635,0.6012,26966
hiwiki,tewiki,2026-06-23,41,8596009,సంవత్సరం_వారీగా_తెలుగు_సినిమాల_జాబితాలు,99,1,100,0.01,26575
hiwiki,tewiki,2026-06-23,42,16808042,Telugu_film_producers,147,43,190,0.2263,26557
hiwiki,tewiki,2026-06-23,43,9822824,తెలుగు_సినిమా_నిర్మాతలు,210,19,229,0.083,26150
hiwiki,tewiki,2026-06-23,44,30617238,Film_directors_from_Andhra_Pradesh,144,39,183,0.2131,25067
hiwiki,tewiki,2026-06-23,45,30793434,South_Indian_International_Movie_Awards_winners,92,167,259,0.6448,24820
hiwiki,tewiki,2026-06-23,46,9747012,తెలుగు_కళాకారులు,190,34,224,0.1518,24340
hiwiki,tewiki,2026-06-23,47,32990106,అల్లు_రామలింగయ్య_నటించిన_సినిమాలు,408,5,413,0.0121,23987
hiwiki,tewiki,2026-06-23,48,32985146,హిందూ_దేవాలయాలు,436,113,549,0.2058,23752
hiwiki,tewiki,2026-06-23,49,32990033,కోట_శ్రీనివాసరావు_నటించిన_సినిమాలు,390,12,402,0.0299,23301
hiwiki,tewiki,2026-06-23,50,6467274,భారతీయ_నటీమణులు,472,1061,1533,0.6921,23262
hiwiki,mlwiki,2026-06-23,1,8601100,മലയാളം_എഴുത്തുകാർ,367,101,468,0.2158,101777
hiwiki,mlwiki,2026-06-23,2,8601086,മലയാളകവികൾ,221,52,273,0.1905,86670
hiwiki,mlwiki,2026-06-23,3,7051430,മലയാളികൾ,496,223,719,0.3102,70880
hiwiki,mlwiki,2026-06-23,4,8891990,ഔഷധസസ്യങ്ങൾ,1087,500,1587,0.3151,63382
hiwiki,mlwiki,2026-06-23,5,28399465,Poets_from_Kerala,102,44,146,0.3014,63169
hiwiki,mlwiki,2026-06-23,6,8637632,കേരള_സാഹിത്യ_അക്കാദമി_പുരസ്കാരം_ലഭിച്ചവർ,282,68,350,0.1943,61545
hiwiki,mlwiki,2026-06-23,7,14513212,കേരളത്തിലെ_സസ്യജാലം,1029,230,1259,0.1827,60502
hiwiki,mlwiki,2026-06-23,8,15271862,മലയാളചലച്ചിത്രനടന്മാർ,404,112,516,0.2171,53638
hiwiki,mlwiki,2026-06-23,9,1457109,സസ്യങ്ങൾ,995,842,1837,0.4584,52139
hiwiki,mlwiki,2026-06-23,10,7021413,Kerala_State_Film_Award_winners,203,88,291,0.3024,50505
hiwiki,mlwiki,2026-06-23,11,6262773,കേരളം,268,254,522,0.4866,44912
hiwiki,mlwiki,2026-06-23,12,7116687,കേരളീയർ,182,201,383,0.5248,43098
hiwiki,mlwiki,2026-06-23,13,15918083,കാൾ_ലിനേയസ്_നാമകരണം_ചെയ്തവ,712,538,1250,0.4304,40544
hiwiki,mlwiki,2026-06-23,14,4678533,Əlifba_sırasına_görə_heyvanlar,1340,955,2295,0.4161,39817
hiwiki,mlwiki,2026-06-23,15,6641172,വൃക്ഷങ്ങൾ,737,332,1069,0.3106,38490
hiwiki,mlwiki,2026-06-23,16,8954432,Writers_from_Kerala,151,62,213,0.2911,38431
hiwiki,mlwiki,2026-06-23,17,8601011,മലയാളചലച്ചിത്രങ്ങൾ,808,70,878,0.0797,36332
hiwiki,mlwiki,2026-06-23,18,8725723,ആലപ്പുഴ_ജില്ലയിൽ_ജനിച്ചവർ,159,32,191,0.1675,35387
hiwiki,mlwiki,2026-06-23,19,8601048,Malayalam_film_directors,240,35,275,0.1273,34644
hiwiki,mlwiki,2026-06-23,20,10101436,മലയാളം_നോവലെഴുത്തുകാർ,129,40,169,0.2367,32733
hiwiki,mlwiki,2026-06-23,21,8324919,കേരളചരിത്രം,250,62,312,0.1987,32346
hiwiki,mlwiki,2026-06-23,22,21979429,Botanical_taxa_named_by_Carl_Linnaeus,472,285,757,0.3765,31551
hiwiki,mlwiki,2026-06-23,23,8601060,മലയാളം,55,21,76,0.2763,31157
hiwiki,mlwiki,2026-06-23,24,6178282,പുഷ്പിക്കുന്ന_സസ്യങ്ങൾ,900,259,1159,0.2235,30671
hiwiki,mlwiki,2026-06-23,25,8601112,രാഷ്ട്രീയക്കാരായ_മലയാളികൾ,213,47,260,0.1808,29569
hiwiki,mlwiki,2026-06-23,26,8544526,കേരളത്തിലെ_ഇന്ത്യൻ_നാഷണൽ_കോൺഗ്രസ്_പ്രവർത്തകർ,309,35,344,0.1017,29354
hiwiki,mlwiki,2026-06-23,27,10099449,മലയാള_കഥാകൃത്തുക്കൾ,119,32,151,0.2119,28744
hiwiki,mlwiki,2026-06-23,28,32986849,కేరళ_వ్యక్తులు,107,56,163,0.3436,28692
hiwiki,mlwiki,2026-06-23,29,25039335,Lists_of_plant_species,670,273,943,0.2895,28615
hiwiki,mlwiki,2026-06-23,30,9204480,അലങ്കാരസസ്യങ്ങൾ,588,181,769,0.2354,28565
hiwiki,mlwiki,2026-06-23,31,6544235,മലയാളചലച്ചിത്രനടിമാർ,369,304,673,0.4517,27843
hiwiki,mlwiki,2026-06-23,32,9757156,Plants_described_in_1753,406,275,681,0.4038,27807
hiwiki,mlwiki,2026-06-23,33,7139274,ഏഷ്യയിലെ_സസ്യജാലം,385,273,658,0.4149,27441
hiwiki,mlwiki,2026-06-23,34,15291341,മലപ്പുറം_ജില്ലയിൽ_ജനിച്ചവർ,136,37,173,0.2139,26994
hiwiki,mlwiki,2026-06-23,35,8765143,أنواع_نباتية,370,266,636,0.4182,26724
hiwiki,mlwiki,2026-06-23,36,8733425,എറണാകുളം_ജില്ലയിൽ_ജനിച്ചവർ,149,27,176,0.1534,26491
hiwiki,mlwiki,2026-06-23,37,139672698,പതിനാറാം_കേരള_നിയമസഭാംഗങ്ങൾ,114,7,121,0.0579,26447
hiwiki,mlwiki,2026-06-23,38,9963711,കേരളത്തിലെ_വൃക്ഷങ്ങൾ,573,96,669,0.1435,26125
hiwiki,mlwiki,2026-06-23,39,7157113,ഓഷധികൾ,263,342,605,0.5653,25745
hiwiki,mlwiki,2026-06-23,40,43193677,Novelists_from_Kerala,100,42,142,0.2958,25745
hiwiki,mlwiki,2026-06-23,41,8601088,മലയാളതിരക്കഥാകൃത്തുക്കൾ,175,22,197,0.1117,25737
hiwiki,mlwiki,2026-06-23,42,24893163,Male_actors_in_Malayalam_television,96,3,99,0.0303,24872
hiwiki,mlwiki,2026-06-23,43,7223431,ഇന്ത്യയിലെ_സസ്യജാലം,368,220,588,0.3741,24752
hiwiki,mlwiki,2026-06-23,44,8572908,കേരളത്തിലെ_രാഷ്ട്രീയപ്രവർത്തകർ,163,48,211,0.2275,24490
hiwiki,mlwiki,2026-06-23,45,25208345,പതിനാലാം_കേരളനിയമസഭാ_അംഗങ്ങൾ,141,8,149,0.0537,24371
hiwiki,mlwiki,2026-06-23,46,5610882,«نوع»_میکروفورماتلاری_اولان_مقاله‌لر,266,784,1050,0.7467,24229
hiwiki,mlwiki,2026-06-23,47,9938067,കവിതക്കുള്ള_കേരള_സാഹിത്യ_അക്കാദമി_പുരസ്കാരം_ലഭിച്ചവർ,40,22,62,0.3548,23943
hiwiki,mlwiki,2026-06-23,48,9464335,Təhlükədə_olmayan_növlər,741,314,1055,0.2976,23573
hiwiki,mlwiki,2026-06-23,49,6518894,പുഷ്പങ്ങൾ,485,185,670,0.2761,23303
hiwiki,mlwiki,2026-06-23,50,18603283,Morts_a_Kerala,45,30,75,0.4,23038
hiwiki,mrwiki,2026-06-23,1,25351284,कायमचे_मृत_बाह्य_दुवे_असणारे_लेख,1659,1275,2934,0.4346,124771
hiwiki,mrwiki,2026-06-23,2,8607853,मराठी_लेखक,995,205,1200,0.1708,73472
hiwiki,mrwiki,2026-06-23,3,8595825,महाराष्ट्रामधील_राजकारणी,406,177,583,0.3036,65572
hiwiki,mrwiki,2026-06-23,4,7234470,महाराष्ट्रातील_व्यक्ती,263,479,742,0.6456,57879
hiwiki,mrwiki,2026-06-23,5,8607868,मराठी_व्यक्ती,224,426,650,0.6554,55270
hiwiki,mrwiki,2026-06-23,6,7238246,महाराष्ट्र,195,412,607,0.6787,49271
hiwiki,mrwiki,2026-06-23,7,10007867,मराठी_राजकारणी,322,155,477,0.3249,48360
hiwiki,mrwiki,2026-06-23,8,59771339,एक_ही_संदर्भ_नसलेले_लेख,582,296,878,0.3371,39361
hiwiki,mrwiki,2026-06-23,9,8607871,मराठी_कवी,210,56,266,0.2105,33370
hiwiki,mrwiki,2026-06-23,10,7705378,महाराष्ट्र_राज्यातील_शहरे_व_गावे,1633,156,1789,0.0872,32919
hiwiki,mrwiki,2026-06-23,11,9715644,Wp/srn,245,114,359,0.3175,29733
hiwiki,mrwiki,2026-06-23,12,15272044,मराठी_दूरचित्रवाहिनी_मालिका,228,6,234,0.0256,24938
hiwiki,mrwiki,2026-06-23,13,7476999,मराठा_साम्राज्य,57,146,203,0.7192,24476
hiwiki,mrwiki,2026-06-23,14,86271658,महाराष्ट्राच्या_१४_व्या_विधानसभेचे_सदस्य,243,23,266,0.0865,24224
hiwiki,mrwiki,2026-06-23,15,10013031,महाराष्ट्रातील_आमदार,244,33,277,0.1191,23834
hiwiki,mrwiki,2026-06-23,16,10009098,मराठी_संत,43,23,66,0.3485,22627
hiwiki,mrwiki,2026-06-23,17,8271769,महाराष्ट्रामधील_विधानसभा_मतदारसंघ,278,12,290,0.0414,22386
hiwiki,mrwiki,2026-06-23,18,7030483,भारतीय_राजकारणी,400,1559,1959,0.7958,22017
hiwiki,mrwiki,2026-06-23,19,8468896,महाराष्ट्रातील_किल्ले,227,54,281,0.1922,21627
hiwiki,mrwiki,2026-06-23,20,8739657,शिवसेनेतील_राजकारणी,133,45,178,0.2528,20549
hiwiki,mrwiki,2026-06-23,21,10045628,विकिकरण_करण्याजोगे_लेख,275,161,436,0.3693,19765
hiwiki,mrwiki,2026-06-23,22,7336700,पुणे,208,84,292,0.2877,19491
hiwiki,mrwiki,2026-06-23,23,131354728,महाराष्ट्राच्या_१५_व्या_विधानसभेचे_सदस्य,183,12,195,0.0615,18987
hiwiki,mrwiki,2026-06-23,24,105697862,झी_मराठी_दूरचित्रवाहिनी_मालिका,139,5,144,0.0347,18858
hiwiki,mrwiki,2026-06-23,25,8772931,महाराष्ट्रातील_राजकारण,166,23,189,0.1217,18681
hiwiki,mrwiki,2026-06-23,26,61377276,महाराष्ट्राच्या_१३_व्या_विधानसभेचे_सदस्य,134,17,151,0.1126,18679
hiwiki,mrwiki,2026-06-23,27,24967046,Maharashtra_MLAs_2014–2019,145,24,169,0.142,18646
hiwiki,mrwiki,2026-06-23,28,9860934,किल्ले,217,53,270,0.1963,18092
hiwiki,mrwiki,2026-06-23,29,30818382,महाराष्ट्रातील_राष्ट्रवादी_काँग्रेस_पक्षाचे_राजकारणी,88,25,113,0.2212,17944
hiwiki,mrwiki,2026-06-23,30,15270147,महाराष्ट्रातील_लोकसभा_सदस्य,133,112,245,0.4571,17428
hiwiki,mrwiki,2026-06-23,31,9703480,Biôgrafia,691,1617,2308,0.7006,17276
hiwiki,mrwiki,2026-06-23,32,9846108,ऐतिहासिक_व्यक्ती,33,37,70,0.5286,17195
hiwiki,mrwiki,2026-06-23,33,10047639,विकिप्रकल्प_दिनविशेष,1,1,2,0.5,16375
hiwiki,mrwiki,2026-06-23,34,86272334,महाराष्ट्राच्या_१२_व्या_विधानसभेचे_सदस्य,108,21,129,0.1628,15132
hiwiki,mrwiki,2026-06-23,35,8595796,Maharashtra_MLAs_2009–2014,90,28,118,0.2373,15037
hiwiki,mrwiki,2026-06-23,36,8828704,महाराष्ट्रातील_तालुके,228,236,464,0.5086,14943
hiwiki,mrwiki,2026-06-23,37,6493807,क्रिकेट,1729,2665,4394,0.6065,14730
hiwiki,mrwiki,2026-06-23,38,24890304,Bharatiya_Janata_Party_politicians_from_Maharashtra,170,70,240,0.2917,14352
hiwiki,mrwiki,2026-06-23,39,8607862,मराठी_चित्रपट_अभिनेत्री,211,127,338,0.3757,14283
hiwiki,mrwiki,2026-06-23,40,8619690,महाराष्ट्र_विधानसभेचे_सदस्य,79,25,104,0.2404,14024
hiwiki,mrwiki,2026-06-23,41,8808054,पुणे_जिल्हा,61,89,150,0.5933,13997
hiwiki,mrwiki,2026-06-23,42,8949814,मराठा_साम्राज्यातील_स्त्रिया,24,11,35,0.3143,13732
hiwiki,mrwiki,2026-06-23,43,8496382,महाराष्ट्र_शासन,42,23,65,0.3538,13628
hiwiki,mrwiki,2026-06-23,44,10009264,मराठी_समाजसुधारक,15,21,36,0.5833,13368
hiwiki,mrwiki,2026-06-23,45,8764406,महाराष्ट्रातील_तीर्थक्षेत्रे,60,30,90,0.3333,13088
hiwiki,mrwiki,2026-06-23,46,8607866,मराठी_साहित्य,65,34,99,0.3434,13061
hiwiki,mrwiki,2026-06-23,47,61381074,महाराष्ट्रातील_मागासवर्गीय_जाती,11,1,12,0.0833,12948
hiwiki,mrwiki,2026-06-23,48,10009283,मराठी_समाजसेवक,55,24,79,0.3038,12929
hiwiki,mrwiki,2026-06-23,49,10005075,मराठी_चित्रपट_अभिनेते,197,67,264,0.2538,12922
hiwiki,mrwiki,2026-06-23,50,9487411,Усе_храналагічныя_пералікі,967,1999,2966,0.674,12688
hiwiki,knwiki,2026-06-23,1,8570349,ಕನ್ನಡ_ಸಾಹಿತ್ಯ,559,67,626,0.107,67939
hiwiki,knwiki,2026-06-23,2,9844264,ಸಾಹಿತಿಗಳು,706,152,858,0.1772,60506
hiwiki,knwiki,2026-06-23,3,8570357,ಕನ್ನಡ_ಸಾಹಿತಿಗಳು,167,82,249,0.3293,52606
hiwiki,knwiki,2026-06-23,4,8570356,ಕನ್ನಡ_ಕವಿಗಳು,93,74,167,0.4431,52507
hiwiki,knwiki,2026-06-23,5,33044957,ಮೈಸೂರು_ವಿಶ್ವವಿದ್ಯಾನಿಲಯ_ವಿಶ್ವಕೋಶ,1706,1505,3211,0.4687,45709
hiwiki,knwiki,2026-06-23,6,7145985,ಕರ್ನಾಟಕ,169,335,504,0.6647,36918
hiwiki,knwiki,2026-06-23,7,33079992,Gamba_Peuniléh,1,2,3,0.6667,29315
hiwiki,knwiki,2026-06-23,8,8518422,ಕರ್ನಾಟಕದ_ಇತಿಹಾಸ,104,167,271,0.6162,27612
hiwiki,knwiki,2026-06-23,9,9727294,ಕಡತ_ಕೊಂಡಿಗಳು_ಮುರಿದಿರುವ_ಪುಟಗಳು,562,1012,1574,0.6429,27481
hiwiki,knwiki,2026-06-23,10,8570352,Kannada_people,101,110,211,0.5213,24765
hiwiki,knwiki,2026-06-23,11,9760560,ಚುಟುಕು,958,546,1504,0.363,23014
hiwiki,knwiki,2026-06-23,12,8570347,ಕನ್ನಡ,92,20,112,0.1786,21144
hiwiki,knwiki,2026-06-23,13,28399467,Poets_from_Karnataka,35,36,71,0.507,20902
hiwiki,knwiki,2026-06-23,14,7116201,People_from_Karnataka,88,205,293,0.6997,19302
hiwiki,knwiki,2026-06-23,15,9740956,ಕವಿಗಳು,198,109,307,0.355,18583
hiwiki,knwiki,2026-06-23,16,8570330,ಕನ್ನಡ_ಚಲನಚಿತ್ರಗಳು,869,27,896,0.0301,18518
hiwiki,knwiki,2026-06-23,17,9731652,ಕನ್ನಡ_ವ್ಯಾಕರಣ,57,9,66,0.1364,14659
hiwiki,knwiki,2026-06-23,18,33097446,ವ್ಯಕ್ತಿಲು,46,126,172,0.7326,14613
hiwiki,knwiki,2026-06-23,19,33045230,ಉಲ್ಲೇಖವಿಲ್ಲದ_ಲೇಖನಗಳು,275,121,396,0.3056,14278
hiwiki,knwiki,2026-06-23,20,9824273,ಲೇಖಕರು,211,77,288,0.2674,13427
hiwiki,knwiki,2026-06-23,21,8571051,Society_of_Karnataka,25,40,65,0.6154,12619
hiwiki,knwiki,2026-06-23,22,9832977,ವಿಕೀಕರಣ_ಮಾಡಬೇಕಿರುವ_ಲೇಖನಗಳು,268,136,404,0.3366,11959
hiwiki,knwiki,2026-06-23,23,9824307,ಲೇಖಕಿಯರು,255,36,291,0.1237,11928
hiwiki,knwiki,2026-06-23,24,8204202,ಕರ್ನಾಟಕ_ರಾಜ್ಯದ_ಗ್ರಾಮಗಳು,46,97,143,0.6783,11283
hiwiki,knwiki,2026-06-23,25,8571048,ಕರ್ನಾಟಕ_ರಾಜಕಾರಣಿಗಳು,97,75,172,0.436,10375
hiwiki,knwiki,2026-06-23,26,33044714,ಪಂಪ_ಪ್ರಶಸ್ತಿ_ಪುರಸ್ಕೃತರು,10,15,25,0.6,9980
hiwiki,knwiki,2026-06-23,27,8468865,Forts_in_Karnataka,22,55,77,0.7143,9708
hiwiki,knwiki,2026-06-23,28,33045176,ಲಿಂಗಾಯತ,37,9,46,0.1957,8966
hiwiki,knwiki,2026-06-23,29,33044729,ವ್ಯಾಕರಣ,29,9,38,0.2368,8925
hiwiki,knwiki,2026-06-23,30,8570344,ಕನ್ನಡ_ಚಲನಚಿತ್ರ_ನಿರ್ದೇಶಕರು,95,38,133,0.2857,8351
hiwiki,knwiki,2026-06-23,31,9763802,ಜಾನಪದ,178,33,211,0.1564,8348
hiwiki,knwiki,2026-06-23,32,8156046,Waterfalls_of_Karnataka,15,47,62,0.7581,7983
hiwiki,knwiki,2026-06-23,33,33097364,ಕನ್ನಡ_ಕವಿ,4,8,12,0.6667,7842
hiwiki,knwiki,2026-06-23,34,9736335,ಕರ್ನಾಟಕದ_ಪ್ರಸಿದ್ಧ_ವ್ಯಕ್ತಿಗಳು,62,21,83,0.253,7648
hiwiki,knwiki,2026-06-23,35,9821621,ರಾಜಕಾರಣಿಗಳು,138,133,271,0.4908,7634
hiwiki,knwiki,2026-06-23,36,118733325,Karnataka_MLAs_2023–2028,34,9,43,0.2093,7631
hiwiki,knwiki,2026-06-23,37,8591448,Lingayatism,21,20,41,0.4878,7539
hiwiki,knwiki,2026-06-23,38,9056439,ಕರ್ನಾಟಕದ_ನಗರ_ಮತ್ತು_ಪಟ್ಟಣಗಳು,43,285,328,0.8689,7468
hiwiki,knwiki,2026-06-23,39,15292171,People_from_Shimoga_district,25,20,45,0.4444,7355
hiwiki,knwiki,2026-06-23,40,15344659,Male_actors_in_Kannada_cinema,113,93,206,0.4515,7229
hiwiki,knwiki,2026-06-23,41,33045108,ವಚನಕಾರರು,43,3,46,0.0652,7152
hiwiki,knwiki,2026-06-23,42,32985461,కన్నడ_రచయితలు,8,11,19,0.5789,7090
hiwiki,knwiki,2026-06-23,43,30818637,Karnataka_MLAs_2013–2018,31,11,42,0.2619,6822
hiwiki,knwiki,2026-06-23,44,33044614,ದೇವಾಲಯಗಳು,146,80,226,0.354,6820
hiwiki,knwiki,2026-06-23,45,8570336,ಕನ್ನಡ_ಸಿನೆಮಾ,93,26,119,0.2185,6753
hiwiki,knwiki,2026-06-23,46,55946950,Karnataka_MLAs_2018–2023,32,15,47,0.3191,6730
hiwiki,knwiki,2026-06-23,47,32985797,కన్నడ_కవులు,7,12,19,0.6316,6707
hiwiki,knwiki,2026-06-23,48,24995918,Writers_from_Mysore,20,17,37,0.4595,6651
hiwiki,knwiki,2026-06-23,49,25076421,Indian_National_Congress_politicians_from_Karnataka,45,49,94,0.5213,6545
hiwiki,knwiki,2026-06-23,50,30818641,Karnataka_MLAs_2008–2013,27,15,42,0.3571,6388
hiwiki,urwiki,2026-06-23,1,1984000,اسلام,1903,1277,3180,0.4016,164571
hiwiki,urwiki,2026-06-23,2,1457673,جغرافیہ,49651,2910,52561,0.0554,116543
hiwiki,urwiki,2026-06-23,3,7130256,تاریخ_اسلام,765,584,1349,0.4329,109800
hiwiki,urwiki,2026-06-23,4,7935248,Алфавит_буйынса_ислам_шәхестәре,950,247,1197,0.2063,106613
hiwiki,urwiki,2026-06-23,5,18640871,ساتویں_صدی_کی_عرب_شخصیات,625,98,723,0.1355,89758
hiwiki,urwiki,2026-06-23,6,1410960,ریاستہائے_متحدہ,43651,2662,46313,0.0575,86759
hiwiki,urwiki,2026-06-23,7,7217395,صحابہ_و_صحابیات,844,106,950,0.1116,86249
hiwiki,urwiki,2026-06-23,8,6819512,عرب_شخصیات,457,217,674,0.322,71422
hiwiki,urwiki,2026-06-23,9,6434591,شیعیت,344,99,443,0.2235,64670
hiwiki,urwiki,2026-06-23,10,7460289,اسلامی_اصطلاحات,679,497,1176,0.4226,62104
hiwiki,urwiki,2026-06-23,11,33029934,Articol_in_Milanes,4294,4723,9017,0.5238,59457
hiwiki,urwiki,2026-06-23,12,9126476,شہر,17915,1629,19544,0.0834,57796
hiwiki,urwiki,2026-06-23,13,9705320,Endrika_ampiasaina_amin'ny_jeografia,19138,2582,21720,0.1189,56947
hiwiki,urwiki,2026-06-23,14,7129271,ساتویں_صدی_کی_شخصیات,208,108,316,0.3418,54723
